Spat_code	unit	B_3_99
AT22_10kmE467N266	flg	
AT22_10kmE467N267	ha	3120
AT22_10kmE467N267	flg	
AT22_10kmE467N268	ha	3940
AT22_10kmE467N268	flg	
AT22_10kmE467N269	ha	1880
AT22_10kmE467N269	flg	
AT22_10kmE467N271	ha	1020
AT22_10kmE467N271	flg	
AT22_10kmE467N272	ha	330
AT22_10kmE467N272	flg	
AT22_10kmE467N273	ha	1630
AT22_10kmE467N273	flg	
AT22_10kmE467N274	ha	560
AT22_10kmE467N274	flg	
AT22_10kmE468N267	ha	1480
AT22_10kmE468N267	flg	
AT22_10kmE468N268	ha	3900
AT22_10kmE468N268	flg	
AT22_10kmE468N269	ha	4520
AT22_10kmE468N269	flg	
AT22_10kmE468N270	ha	250
AT22_10kmE468N270	flg	
AT22_10kmE468N271	ha	1070
AT22_10kmE468N271	flg	
AT22_10kmE468N272	ha	570
AT22_10kmE468N272	flg	
AT22_10kmE468N273	ha	330
AT22_10kmE468N273	flg	
AT22_10kmE468N274	ha	390
AT22_10kmE468N274	flg	
AT22_10kmE469N266	ha	890
AT22_10kmE469N266	flg	
AT22_10kmE469N267	ha	1060
AT22_10kmE469N267	flg	
AT22_10kmE469N268	ha	600
AT22_10kmE469N268	flg	
AT22_10kmE469N269	ha	2100
AT22_10kmE469N269	flg	
AT22_10kmE469N270	ha	2050
AT22_10kmE469N270	flg	
AT22_10kmE469N271	ha	2780
AT22_10kmE469N271	flg	
AT22_10kmE469N272	ha	470
AT22_10kmE469N272	flg	
AT22_10kmE469N273	ha	110
AT22_10kmE469N273	flg	
AT22_10kmE469N274	ha	240
AT22_10kmE469N274	flg	
AT22_10kmE470N263	ha	170
AT22_10kmE470N263	flg	
AT22_10kmE470N264	ha	650
AT22_10kmE470N264	flg	
AT22_10kmE470N265	ha	610
AT22_10kmE470N265	flg	
AT22_10kmE470N266	ha	2830
AT22_10kmE470N266	flg	
AT22_10kmE470N267	ha	3450
AT22_10kmE470N267	flg	
AT22_10kmE470N268	ha	1830
AT22_10kmE470N268	flg	
AT22_10kmE470N269	ha	110
AT22_10kmE470N269	flg	
AT22_10kmE470N270	ha	1350
AT22_10kmE470N270	flg	
AT22_10kmE470N271	ha	1290
AT22_10kmE470N271	flg	
AT22_10kmE470N272	ha	1660
AT22_10kmE470N272	flg	
AT22_10kmE471N263	ha	2690
AT22_10kmE471N263	flg	
AT22_10kmE471N264	ha	2050
AT22_10kmE471N264	flg	
AT22_10kmE471N265	ha	1710
AT22_10kmE471N265	flg	
AT22_10kmE471N266	ha	2180
AT22_10kmE471N266	flg	
AT22_10kmE471N267	ha	2960
AT22_10kmE471N267	flg	
AT22_10kmE471N268	ha	2760
AT22_10kmE471N268	flg	
AT22_10kmE471N269	ha	1190
AT22_10kmE471N269	flg	
AT22_10kmE471N270	ha	80
AT22_10kmE471N270	flg	
AT22_10kmE471N271	ha	2080
AT22_10kmE471N271	flg	
AT22_10kmE471N272	ha	2840
AT22_10kmE471N272	flg	
AT22_10kmE471N273	ha	940
AT22_10kmE471N273	flg	
AT22_10kmE471N274	ha	640
AT22_10kmE471N274	flg	
AT22_10kmE471N275	ha	870
AT22_10kmE471N275	flg	
AT22_10kmE472N263	ha	2660
AT22_10kmE472N263	flg	
AT22_10kmE472N264	ha	2190
AT22_10kmE472N264	flg	
AT22_10kmE472N265	ha	2060
AT22_10kmE472N265	flg	
AT22_10kmE472N266	ha	1680
AT22_10kmE472N266	flg	
AT22_10kmE472N267	ha	2380
AT22_10kmE472N267	flg	
AT22_10kmE472N268	ha	1600
AT22_10kmE472N268	flg	
AT22_10kmE472N269	ha	3040
AT22_10kmE472N269	flg	
AT22_10kmE472N270	ha	850
AT22_10kmE472N270	flg	
AT22_10kmE472N271	ha	960
AT22_10kmE472N271	flg	
AT22_10kmE472N272	ha	2260
AT22_10kmE472N272	flg	
AT22_10kmE472N273	ha	1000
AT22_10kmE472N273	flg	
AT22_10kmE472N274	ha	420
AT22_10kmE472N274	flg	
AT22_10kmE472N275	ha	1090
AT22_10kmE472N275	flg	
AT22_10kmE473N263	ha	2170
AT22_10kmE473N263	flg	
AT22_10kmE473N264	ha	1680
AT22_10kmE473N264	flg	
AT22_10kmE473N265	ha	1470
AT22_10kmE473N265	flg	
AT22_10kmE473N266	ha	920
AT22_10kmE473N266	flg	
AT22_10kmE473N267	ha	1020
AT22_10kmE473N267	flg	
AT22_10kmE473N268	ha	2220
AT22_10kmE473N268	flg	
AT22_10kmE473N269	ha	4460
AT22_10kmE473N269	flg	
AT22_10kmE473N270	ha	1970
AT22_10kmE473N270	flg	
AT22_10kmE473N271	ha	1310
AT22_10kmE473N271	flg	
AT22_10kmE473N272	ha	2400
AT22_10kmE473N272	flg	
AT22_10kmE473N273	ha	2310
AT22_10kmE473N273	flg	
AT22_10kmE473N274	ha	740
AT22_10kmE473N274	flg	
AT22_10kmE474N262	ha	430
AT22_10kmE474N262	flg	
AT22_10kmE474N263	ha	1310
AT22_10kmE474N263	flg	
AT22_10kmE474N264	ha	990
AT22_10kmE474N264	flg	
AT22_10kmE474N265	ha	690
AT22_10kmE474N265	flg	
AT22_10kmE474N266	ha	1300
AT22_10kmE474N266	flg	
AT22_10kmE474N267	ha	2140
AT22_10kmE474N267	flg	
AT22_10kmE474N268	ha	2320
AT22_10kmE474N268	flg	
AT22_10kmE474N269	ha	2710
AT22_10kmE474N269	flg	
AT22_10kmE474N270	ha	3510
AT22_10kmE474N270	flg	
AT22_10kmE474N271	ha	2780
AT22_10kmE474N271	flg	
AT22_10kmE474N272	ha	1120
AT22_10kmE474N272	flg	
AT22_10kmE474N273	ha	2370
AT22_10kmE474N273	flg	
AT22_10kmE474N274	ha	1490
AT22_10kmE474N274	flg	
AT22_10kmE475N263	ha	160
AT22_10kmE475N263	flg	
AT22_10kmE475N264	ha	430
AT22_10kmE475N264	flg	
AT22_10kmE475N265	ha	930
AT22_10kmE475N265	flg	
AT22_10kmE475N266	ha	1720
AT22_10kmE475N266	flg	
AT22_10kmE475N267	ha	1710
AT22_10kmE475N267	flg	
AT22_10kmE475N268	ha	1010
AT22_10kmE475N268	flg	
AT22_10kmE475N269	ha	1620
AT22_10kmE475N269	flg	
AT22_10kmE475N270	ha	3000
AT22_10kmE475N270	flg	
AT22_10kmE475N271	ha	3670
AT22_10kmE475N271	flg	
AT22_10kmE475N272	ha	3450
AT22_10kmE475N272	flg	
AT22_10kmE475N273	ha	1320
AT22_10kmE475N273	flg	
AT22_10kmE476N264	ha	920
AT22_10kmE476N264	flg	
AT22_10kmE476N265	ha	1420
AT22_10kmE476N265	flg	
AT22_10kmE476N266	ha	1300
AT22_10kmE476N266	flg	
AT22_10kmE476N267	ha	1470
AT22_10kmE476N267	flg	
AT22_10kmE476N268	ha	970
AT22_10kmE476N268	flg	
AT22_10kmE476N269	ha	1160
AT22_10kmE476N269	flg	
AT22_10kmE476N270	ha	2680
AT22_10kmE476N270	flg	
AT22_10kmE476N271	ha	3450
AT22_10kmE476N271	flg	
AT22_10kmE476N272	ha	2150
AT22_10kmE476N272	flg	
AT22_10kmE477N264	ha	690
AT22_10kmE477N264	flg	
AT22_10kmE477N265	ha	920
AT22_10kmE477N265	flg	
AT22_10kmE477N266	ha	1210
AT22_10kmE477N266	flg	
AT22_10kmE477N267	ha	1510
AT22_10kmE477N267	flg	
AT22_10kmE477N268	ha	440
AT22_10kmE477N268	flg	
AT22_10kmE477N269	ha	860
AT22_10kmE477N269	flg	
AT22_10kmE477N270	ha	1200
AT22_10kmE477N270	flg	
AT22_10kmE477N271	ha	1830
AT22_10kmE477N271	flg	
AT22_10kmE477N272	ha	2380
AT22_10kmE477N272	flg	
AT22_10kmE478N263	ha	40
AT22_10kmE478N263	flg	
AT22_10kmE478N266	ha	290
AT22_10kmE478N266	flg	
AT22_10kmE478N267	ha	880
AT22_10kmE478N267	flg	
AT22_10kmE478N268	ha	410
AT22_10kmE478N268	flg	
AT22_10kmE478N269	ha	40
AT22_10kmE478N269	flg	
AT22_10kmE478N272	ha	1300
AT22_10kmE478N272	flg	
AT31_10kmE452N277	ha	740
AT31_10kmE452N277	flg	
AT31_10kmE452N278	ha	90
AT31_10kmE452N278	flg	
AT31_10kmE453N277	ha	3570
AT31_10kmE453N277	flg	
AT31_10kmE453N278	ha	1820
AT31_10kmE453N278	flg	
AT31_10kmE454N277	ha	3460
AT31_10kmE454N277	flg	
AT31_10kmE454N278	ha	4410
AT31_10kmE454N278	flg	
AT31_10kmE454N279	ha	1380
AT31_10kmE454N279	flg	
AT31_10kmE455N276	ha	620
AT31_10kmE455N276	flg	
AT31_10kmE455N277	ha	4630
AT31_10kmE455N277	flg	
AT31_10kmE455N278	ha	2740
AT31_10kmE455N278	flg	
AT31_10kmE455N279	ha	2550
AT31_10kmE455N279	flg	
AT31_10kmE455N280	ha	280
AT31_10kmE455N280	flg	
AT31_10kmE456N275	ha	1530
AT31_10kmE456N275	flg	
AT31_10kmE456N276	ha	1210
AT31_10kmE456N276	flg	
AT31_10kmE456N277	ha	1530
AT31_10kmE456N277	flg	
AT31_10kmE456N278	ha	2970
AT31_10kmE456N278	flg	
AT31_10kmE456N279	ha	2820
AT31_10kmE456N279	flg	
AT31_10kmE456N280	ha	520
AT31_10kmE456N280	flg	
AT31_10kmE457N275	ha	3160
AT31_10kmE457N275	flg	
AT31_10kmE457N276	ha	2850
AT31_10kmE457N276	flg	
AT31_10kmE457N277	ha	4240
AT31_10kmE457N277	flg	
AT31_10kmE457N278	ha	3790
AT31_10kmE457N278	flg	
AT31_10kmE457N279	ha	3000
AT31_10kmE457N279	flg	
AT31_10kmE457N280	ha	2180
AT31_10kmE457N280	flg	
AT31_10kmE457N281	ha	1230
AT31_10kmE457N281	flg	
AT31_10kmE457N282	ha	1480
AT31_10kmE457N282	flg	
AT31_10kmE457N283	ha	840
AT31_10kmE457N283	flg	
AT31_10kmE458N272	ha	1040
AT31_10kmE458N272	flg	
AT31_10kmE458N273	ha	240
AT31_10kmE458N273	flg	
AT31_10kmE458N274	ha	1300
AT31_10kmE458N274	flg	
AT31_10kmE458N275	ha	1600
AT31_10kmE458N275	flg	
AT31_10kmE458N276	ha	3440
AT31_10kmE458N276	flg	
AT31_10kmE458N277	ha	5070
AT31_10kmE458N277	flg	
AT31_10kmE458N278	ha	3350
AT31_10kmE458N278	flg	
AT31_10kmE458N279	ha	3980
AT31_10kmE458N279	flg	
AT31_10kmE458N280	ha	3880
AT31_10kmE458N280	flg	
AT31_10kmE458N281	ha	3560
AT31_10kmE458N281	flg	
AT31_10kmE458N282	ha	4590
AT31_10kmE458N282	flg	
AT31_10kmE458N283	ha	1620
AT31_10kmE458N283	flg	
AT31_10kmE459N272	ha	540
AT31_10kmE459N272	flg	
AT31_10kmE459N273	ha	1550
AT31_10kmE459N273	flg	
AT31_10kmE459N274	ha	440
AT31_10kmE459N274	flg	
AT31_10kmE459N275	ha	460
AT31_10kmE459N275	flg	
AT31_10kmE459N276	ha	2470
AT31_10kmE459N276	flg	
AT31_10kmE459N277	ha	2660
AT31_10kmE459N277	flg	
AT31_10kmE459N278	ha	3790
AT31_10kmE459N278	flg	
AT31_10kmE459N279	ha	3090
AT31_10kmE459N279	flg	
AT31_10kmE459N280	ha	3340
AT31_10kmE459N280	flg	
AT31_10kmE459N281	ha	3910
AT31_10kmE459N281	flg	
AT31_10kmE459N282	ha	2880
AT31_10kmE459N282	flg	
AT31_10kmE459N283	ha	420
AT31_10kmE459N283	flg	
AT31_10kmE460N274	ha	290
AT31_10kmE460N274	flg	
AT31_10kmE460N275	ha	1180
AT31_10kmE460N275	flg	
AT31_10kmE460N276	ha	2110
AT31_10kmE460N276	flg	
AT31_10kmE460N277	ha	1300
AT31_10kmE460N277	flg	
AT31_10kmE460N278	ha	1300
AT31_10kmE460N278	flg	
AT31_10kmE460N279	ha	1760
AT31_10kmE460N279	flg	
AT31_10kmE460N280	ha	2330
AT31_10kmE460N280	flg	
AT31_10kmE460N281	ha	4050
AT31_10kmE460N281	flg	
AT31_10kmE460N282	ha	4010
AT31_10kmE460N282	flg	
AT31_10kmE460N283	ha	4280
AT31_10kmE460N283	flg	
AT31_10kmE460N284	ha	3790
AT31_10kmE460N284	flg	
AT31_10kmE460N285	ha	980
AT31_10kmE460N285	flg	
AT31_10kmE461N275	ha	750
AT31_10kmE461N275	flg	
AT31_10kmE461N276	ha	2770
AT31_10kmE461N276	flg	
AT31_10kmE461N277	ha	1230
AT31_10kmE461N277	flg	
AT31_10kmE461N278	ha	540
AT31_10kmE461N278	flg	
AT31_10kmE461N279	ha	1190
AT31_10kmE461N279	flg	
AT31_10kmE461N280	ha	1670
AT31_10kmE461N280	flg	
AT31_10kmE461N281	ha	2900
AT31_10kmE461N281	flg	
AT31_10kmE461N282	ha	4270
AT31_10kmE461N282	flg	
AT31_10kmE461N283	ha	5130
AT31_10kmE461N283	flg	
AT31_10kmE461N284	ha	2820
AT31_10kmE461N284	flg	
AT31_10kmE462N273	ha	60
AT31_10kmE462N273	flg	
AT31_10kmE462N275	ha	30
AT31_10kmE462N275	flg	
AT31_10kmE462N276	ha	3590
AT31_10kmE462N276	flg	
AT31_10kmE462N277	ha	1120
AT31_10kmE462N277	flg	
AT31_10kmE462N278	ha	580
AT31_10kmE462N278	flg	
AT31_10kmE462N279	ha	660
AT31_10kmE462N279	flg	
AT31_10kmE462N280	ha	560
AT31_10kmE462N280	flg	
AT31_10kmE462N281	ha	2970
AT31_10kmE462N281	flg	
AT31_10kmE462N282	ha	4730
AT31_10kmE462N282	flg	
AT31_10kmE462N283	ha	4170
AT31_10kmE462N283	flg	
AT31_10kmE463N273	ha	370
AT31_10kmE463N273	flg	
AT31_10kmE463N274	ha	1670
AT31_10kmE463N274	flg	
AT31_10kmE463N275	ha	1580
AT31_10kmE463N275	flg	
AT31_10kmE463N276	ha	3460
AT31_10kmE463N276	flg	
AT31_10kmE463N277	ha	1960
AT31_10kmE463N277	flg	
AT31_10kmE463N278	ha	530
AT31_10kmE463N278	flg	
AT31_10kmE463N279	ha	520
AT31_10kmE463N279	flg	
AT31_10kmE463N280	ha	410
AT31_10kmE463N280	flg	
AT31_10kmE463N281	ha	3680
AT31_10kmE463N281	flg	
AT31_10kmE463N282	ha	4820
AT31_10kmE463N282	flg	
AT31_10kmE463N283	ha	3030
AT31_10kmE463N283	flg	
AT31_10kmE464N273	ha	900
AT31_10kmE464N273	flg	
AT31_10kmE464N274	ha	4230
AT31_10kmE464N274	flg	
AT31_10kmE464N275	ha	530
AT31_10kmE464N275	flg	
AT31_10kmE464N276	ha	2540
AT31_10kmE464N276	flg	
AT31_10kmE464N277	ha	4090
AT31_10kmE464N277	flg	
AT31_10kmE464N278	ha	570
AT31_10kmE464N278	flg	
AT31_10kmE464N279	ha	610
AT31_10kmE464N279	flg	
AT31_10kmE464N280	ha	860
AT31_10kmE464N280	flg	
AT31_10kmE464N281	ha	3980
AT31_10kmE464N281	flg	
AT31_10kmE464N282	ha	3650
AT31_10kmE464N282	flg	
AT31_10kmE464N283	ha	4060
AT31_10kmE464N283	flg	
AT31_10kmE465N274	ha	380
AT31_10kmE465N274	flg	
AT31_10kmE465N275	ha	410
AT31_10kmE465N275	flg	
AT31_10kmE465N276	ha	2670
AT31_10kmE465N276	flg	
AT31_10kmE465N277	ha	2370
AT31_10kmE465N277	flg	
AT31_10kmE465N278	ha	170
AT31_10kmE465N278	flg	
AT31_10kmE465N279	ha	150
AT31_10kmE465N279	flg	
AT31_10kmE465N280	ha	1400
AT31_10kmE465N280	flg	
AT31_10kmE465N281	ha	2990
AT31_10kmE465N281	flg	
AT31_10kmE465N282	ha	4730
AT31_10kmE465N282	flg	
AT31_10kmE465N283	ha	4750
AT31_10kmE465N283	flg	
AT31_10kmE465N284	ha	2180
AT31_10kmE465N284	flg	
AT31_10kmE466N274	ha	230
AT31_10kmE466N274	flg	
AT31_10kmE466N275	ha	890
AT31_10kmE466N275	flg	
AT31_10kmE466N276	ha	4040
AT31_10kmE466N276	flg	
AT31_10kmE466N277	ha	570
AT31_10kmE466N277	flg	
AT31_10kmE466N279	ha	210
AT31_10kmE466N279	flg	
AT31_10kmE466N280	ha	2090
AT31_10kmE466N280	flg	
AT31_10kmE466N281	ha	4130
AT31_10kmE466N281	flg	
AT31_10kmE466N282	ha	3140
AT31_10kmE466N282	flg	
AT31_10kmE466N283	ha	2260
AT31_10kmE466N283	flg	
AT31_10kmE466N284	ha	290
AT31_10kmE466N284	flg	
AT31_10kmE467N275	ha	370
AT31_10kmE467N275	flg	
AT31_10kmE467N276	ha	1490
AT31_10kmE467N276	flg	
AT31_10kmE467N279	ha	570
AT31_10kmE467N279	flg	
AT31_10kmE467N280	ha	4050
AT31_10kmE467N280	flg	
AT31_10kmE467N281	ha	3550
AT31_10kmE467N281	flg	
AT31_10kmE467N282	ha	3670
AT31_10kmE467N282	flg	
AT31_10kmE467N283	ha	2530
AT31_10kmE467N283	flg	
AT31_10kmE468N280	ha	2530
AT31_10kmE468N280	flg	
AT31_10kmE468N281	ha	2740
AT31_10kmE468N281	flg	
AT31_10kmE468N282	ha	690
AT31_10kmE468N282	flg	
AT32_10kmE448N268	ha	2960
AT32_10kmE448N268	flg	
AT32_10kmE449N268	ha	4840
AT32_10kmE449N268	flg	
AT32_10kmE450N268	ha	6860
AT32_10kmE450N268	flg	
AT32_10kmE450N269	ha	850
AT32_10kmE450N269	flg	
AT32_10kmE451N268	ha	5530
AT32_10kmE451N268	flg	
AT32_10kmE451N269	ha	2190
AT32_10kmE451N269	flg	
AT32_10kmE451N270	ha	350
AT32_10kmE451N270	flg	
AT32_10kmE451N272	ha	370
AT32_10kmE451N272	flg	
AT32_10kmE452N268	ha	2620
AT32_10kmE452N268	flg	
AT32_10kmE452N269	ha	2860
AT32_10kmE452N269	flg	
AT32_10kmE452N270	ha	2500
AT32_10kmE452N270	flg	
AT32_10kmE452N271	ha	840
AT32_10kmE452N271	flg	
AT32_10kmE452N272	ha	3130
AT32_10kmE452N272	flg	
AT32_10kmE452N273	ha	420
AT32_10kmE452N273	flg	
AT32_10kmE453N268	ha	3630
AT32_10kmE453N268	flg	
AT32_10kmE453N269	ha	5590
AT32_10kmE453N269	flg	
AT32_10kmE453N270	ha	6420
AT32_10kmE453N270	flg	
AT32_10kmE453N271	ha	350
AT32_10kmE453N271	flg	
AT32_10kmE453N276	ha	1250
AT32_10kmE453N276	flg	
AT32_10kmE454N267	ha	1840
AT32_10kmE454N267	flg	
AT32_10kmE454N268	ha	3680
AT32_10kmE454N268	flg	
AT32_10kmE454N269	ha	4260
AT32_10kmE454N269	flg	
AT32_10kmE454N270	ha	3140
AT32_10kmE454N270	flg	
AT32_10kmE454N273	ha	150
AT32_10kmE454N273	flg	
AT32_10kmE454N274	ha	2480
AT32_10kmE454N274	flg	
AT32_10kmE454N275	ha	2580
AT32_10kmE454N275	flg	
AT32_10kmE454N276	ha	5860
AT32_10kmE454N276	flg	
AT32_10kmE454N277	ha	1910
AT32_10kmE454N277	flg	
AT32_10kmE455N267	ha	3790
AT32_10kmE455N267	flg	
AT32_10kmE455N268	ha	2420
AT32_10kmE455N268	flg	
AT32_10kmE455N269	ha	4360
AT32_10kmE455N269	flg	
AT32_10kmE455N270	ha	750
AT32_10kmE455N270	flg	
AT32_10kmE455N271	ha	220
AT32_10kmE455N271	flg	
AT32_10kmE455N272	ha	2290
AT32_10kmE455N272	flg	
AT32_10kmE455N273	ha	3830
AT32_10kmE455N273	flg	
AT32_10kmE455N274	ha	2430
AT32_10kmE455N274	flg	
AT32_10kmE455N275	ha	6290
AT32_10kmE455N275	flg	
AT32_10kmE455N276	ha	4670
AT32_10kmE455N276	flg	
AT32_10kmE456N267	ha	960
AT32_10kmE456N267	flg	
AT32_10kmE456N268	ha	4190
AT32_10kmE456N268	flg	
AT32_10kmE456N269	ha	3190
AT32_10kmE456N269	flg	
AT32_10kmE456N270	ha	4120
AT32_10kmE456N270	flg	
AT32_10kmE456N271	ha	1890
AT32_10kmE456N271	flg	
AT32_10kmE456N272	ha	1540
AT32_10kmE456N272	flg	
AT32_10kmE456N273	ha	2910
AT32_10kmE456N273	flg	
AT32_10kmE456N274	ha	2310
AT32_10kmE456N274	flg	
AT32_10kmE456N275	ha	2740
AT32_10kmE456N275	flg	
AT32_10kmE456N276	ha	4820
AT32_10kmE456N276	flg	
AT32_10kmE457N267	ha	950
AT32_10kmE457N267	flg	
AT32_10kmE457N268	ha	250
AT32_10kmE457N268	flg	
AT32_10kmE457N269	ha	3850
AT32_10kmE457N269	flg	
AT32_10kmE457N270	ha	4420
AT32_10kmE457N270	flg	
AT32_10kmE457N271	ha	1790
AT32_10kmE457N271	flg	
AT32_10kmE457N272	ha	5530
AT32_10kmE457N272	flg	
AT32_10kmE457N273	ha	310
AT32_10kmE457N273	flg	
AT32_10kmE457N274	ha	1420
AT32_10kmE457N274	flg	
AT32_10kmE457N276	ha	710
AT32_10kmE457N276	flg	
AT32_10kmE458N267	ha	3860
AT32_10kmE458N267	flg	
AT32_10kmE458N269	ha	1120
AT32_10kmE458N269	flg	
AT32_10kmE458N270	ha	4860
AT32_10kmE458N270	flg	
AT32_10kmE458N271	ha	1050
AT32_10kmE458N271	flg	
AT32_10kmE458N272	ha	840
AT32_10kmE458N272	flg	
AT32_10kmE458N273	ha	770
AT32_10kmE458N273	flg	
AT32_10kmE459N266	ha	80
AT32_10kmE459N266	flg	
AT32_10kmE459N267	ha	3080
AT32_10kmE459N267	flg	
AT32_10kmE459N268	ha	910
AT32_10kmE459N268	flg	
AT32_10kmE460N266	ha	1050
AT32_10kmE460N266	flg	
AT32_10kmE460N267	ha	8620
AT32_10kmE460N267	flg	
AT32_10kmE460N268	ha	3380
AT32_10kmE460N268	flg	
AT32_10kmE461N266	ha	1260
AT32_10kmE461N266	flg	
AT32_10kmE461N267	ha	3190
AT32_10kmE461N267	flg	
AT32_10kmE461N268	ha	150
AT32_10kmE461N268	flg	
AT32_10kmE462N267	ha	170
AT32_10kmE462N267	flg	
AT33_10kmE433N264	ha	0
AT33_10kmE433N264	flg	-1
AT33_10kmE433N265	ha	1290
AT33_10kmE433N265	flg	
AT33_10kmE433N268	ha	260
AT33_10kmE433N268	flg	
AT33_10kmE434N265	ha	3180
AT33_10kmE434N265	flg	
AT33_10kmE434N266	ha	1510
AT33_10kmE434N266	flg	
AT33_10kmE434N267	ha	1350
AT33_10kmE434N267	flg	
AT33_10kmE434N268	ha	1930
AT33_10kmE434N268	flg	
AT33_10kmE435N264	ha	2220
AT33_10kmE435N264	flg	
AT33_10kmE435N265	ha	530
AT33_10kmE435N265	flg	
AT33_10kmE435N266	ha	3100
AT33_10kmE435N266	flg	
AT33_10kmE435N267	ha	210
AT33_10kmE435N267	flg	
AT33_10kmE435N268	ha	1570
AT33_10kmE435N268	flg	
AT33_10kmE435N269	ha	590
AT33_10kmE435N269	flg	
AT33_10kmE435N270	ha	940
AT33_10kmE435N270	flg	
AT33_10kmE435N271	ha	1950
AT33_10kmE435N271	flg	
AT33_10kmE436N264	ha	930
AT33_10kmE436N264	flg	
AT33_10kmE436N265	ha	4360
AT33_10kmE436N265	flg	
AT33_10kmE436N266	ha	3590
AT33_10kmE436N266	flg	
AT33_10kmE436N267	ha	1540
AT33_10kmE436N267	flg	
AT33_10kmE436N268	ha	310
AT33_10kmE436N268	flg	
AT33_10kmE436N269	ha	410
AT33_10kmE436N269	flg	
AT33_10kmE436N270	ha	2040
AT33_10kmE436N270	flg	
AT33_10kmE436N271	ha	1290
AT33_10kmE436N271	flg	
AT33_10kmE437N265	ha	520
AT33_10kmE437N265	flg	
AT33_10kmE437N266	ha	3860
AT33_10kmE437N266	flg	
AT33_10kmE437N267	ha	3230
AT33_10kmE437N267	flg	
AT33_10kmE437N268	ha	2690
AT33_10kmE437N268	flg	
AT33_10kmE437N269	ha	1410
AT33_10kmE437N269	flg	
AT33_10kmE437N270	ha	1890
AT33_10kmE437N270	flg	
AT33_10kmE437N271	ha	950
AT33_10kmE437N271	flg	
AT33_10kmE438N265	ha	1010
AT33_10kmE438N265	flg	
AT33_10kmE438N266	ha	960
AT33_10kmE438N266	flg	
AT33_10kmE438N267	ha	2100
AT33_10kmE438N267	flg	
AT33_10kmE438N268	ha	1840
AT33_10kmE438N268	flg	
AT33_10kmE438N269	ha	1450
AT33_10kmE438N269	flg	
AT33_10kmE438N270	ha	640
AT33_10kmE438N270	flg	
AT33_10kmE439N263	ha	2310
AT33_10kmE439N263	flg	
AT33_10kmE439N264	ha	1670
AT33_10kmE439N264	flg	
AT33_10kmE439N265	ha	2140
AT33_10kmE439N265	flg	
AT33_10kmE439N266	ha	3390
AT33_10kmE439N266	flg	
AT33_10kmE439N267	ha	550
AT33_10kmE439N267	flg	
AT33_10kmE439N268	ha	3840
AT33_10kmE439N268	flg	
AT33_10kmE439N269	ha	1000
AT33_10kmE439N269	flg	
AT33_10kmE440N264	ha	70
AT33_10kmE440N264	flg	
AT33_10kmE440N267	ha	2740
AT33_10kmE440N267	flg	
AT33_10kmE440N268	ha	2080
AT33_10kmE440N268	flg	
AT33_10kmE440N269	ha	1770
AT33_10kmE440N269	flg	
AT33_10kmE441N266	ha	3830
AT33_10kmE441N266	flg	
AT33_10kmE441N267	ha	1550
AT33_10kmE441N267	flg	
AT33_10kmE441N268	ha	3570
AT33_10kmE441N268	flg	
AT33_10kmE441N269	ha	1930
AT33_10kmE441N269	flg	
AT33_10kmE441N270	ha	210
AT33_10kmE441N270	flg	
AT33_10kmE442N265	ha	1630
AT33_10kmE442N265	flg	
AT33_10kmE442N266	ha	2970
AT33_10kmE442N266	flg	
AT33_10kmE442N267	ha	2540
AT33_10kmE442N267	flg	
AT33_10kmE442N268	ha	2750
AT33_10kmE442N268	flg	
AT33_10kmE443N265	ha	1750
AT33_10kmE443N265	flg	
AT33_10kmE443N266	ha	6620
AT33_10kmE443N266	flg	
AT33_10kmE443N267	ha	2850
AT33_10kmE443N267	flg	
AT33_10kmE443N268	ha	3180
AT33_10kmE443N268	flg	
AT33_10kmE443N269	ha	140
AT33_10kmE443N269	flg	
AT33_10kmE444N266	ha	2640
AT33_10kmE444N266	flg	
AT33_10kmE444N268	ha	6040
AT33_10kmE444N268	flg	
AT33_10kmE444N269	ha	3540
AT33_10kmE444N269	flg	
AT33_10kmE444N270	ha	1640
AT33_10kmE444N270	flg	
AT33_10kmE444N271	ha	1570
AT33_10kmE444N271	flg	
AT33_10kmE445N266	ha	1000
AT33_10kmE445N266	flg	
AT33_10kmE445N267	ha	3400
AT33_10kmE445N267	flg	
AT33_10kmE445N268	ha	460
AT33_10kmE445N268	flg	
AT33_10kmE445N269	ha	3650
AT33_10kmE445N269	flg	
AT33_10kmE445N270	ha	2330
AT33_10kmE445N270	flg	
AT33_10kmE445N271	ha	700
AT33_10kmE445N271	flg	
AT33_10kmE446N267	ha	5020
AT33_10kmE446N267	flg	
AT33_10kmE446N268	ha	7440
AT33_10kmE446N268	flg	
AT33_10kmE446N269	ha	6860
AT33_10kmE446N269	flg	
AT33_10kmE446N270	ha	5430
AT33_10kmE446N270	flg	
AT33_10kmE446N271	ha	2580
AT33_10kmE446N271	flg	
AT33_10kmE447N267	ha	610
AT33_10kmE447N267	flg	
AT33_10kmE447N268	ha	1830
AT33_10kmE447N268	flg	
AT33_10kmE447N269	ha	1330
AT33_10kmE447N269	flg	
AT33_10kmE447N270	ha	4310
AT33_10kmE447N270	flg	
AT33_10kmE447N271	ha	5120
AT33_10kmE447N271	flg	
AT33_10kmE447N272	ha	2120
AT33_10kmE447N272	flg	
AT33_10kmE448N269	ha	990
AT33_10kmE448N269	flg	
AT33_10kmE448N270	ha	7850
AT33_10kmE448N270	flg	
