Spat_code	Unit	C_LIVEST_L	AGRAREA	B_1	B_1_1	B_1_1_1	B_1_1_2	B_1_1_3	B_1_1_4	B_1_1_5	B_1_1_6	B_1_1_7	B_1_1_99	B_1_2	B_1_2_1	B_1_2_2	B_1_345	B_1_3	B_1_4	B_1_5	B_1_6	B_1_6_1	B_1_6_2	B_1_6_3	B_1_6_4	B_1_6_5	B_1_6_6	B_1_6_7	B_1_6_8	B_1_6_9	B_1_6_10	B_1_6_11	B_1_6_7_11	B_1_6_12	B_1_6_99	B_1_7	B_1_7_1	B_1_7_1_1	B_1_7_1_2	B_1_7_2	B_1_8	B_1_8_1	B_1_8_2	B_1_9	B_1_9_1	B_1_9_2	B_1_9_2_1	B_1_9_2_2	B_1_9_2_2_99	B_1_9_2_99	B_1_10_11	B_1_10	B_1_11	B_1_12	B_1_12_1	B_1_12_2	B_2	B_3	B_3_1	B_3_2	B_3_3	B_4	B_4_1	B_4_1_1	B_4_1_1_1	B_4_1_1_2	B_4_1_2	B_4_1_3	B_4_2	B_4_3	B_4_3_1	B_4_3_2	B_4_4	B_4_4_1	B_4_4_2	B_4_4_3	B_4_4_4	B_4_5	B_4_6	B_4_7	C_1L	C_1_3L	C_2_1_2_5L	C_2L	C_21399L	C_2_1L	C_2_2L	C_2_3L	C_2_4L	C_2_5L	C_2_6L	C_2_99L	C_2_6_99L	C_3L	C_3_1L	C_3_1_1L	C_3_1_99L	C_3_2L	C_3_2_1L	C_3_2_99L	C_4_5_6L	C_4L	C_4_1L	C_4_2L	C_4_99L	C_5L	C_5_1L	C_5_2L	C_5_3L	C_6L
ME00	ha	118410	221300	4050	1260	280	0	70	190	160	440	0	120	30	30		900	890	0	10	70	60	0	0			0	0	0	0	0	0	0	0	0	780	740	110	630	50	10	0	0	970	330	640	40	580	600	20	20	0	10	30	30	0	2410	210180	63850	146330	0	4650	1000	980	950	30	10	10	230	300	0	300	2540	2210	130	200	0	590	0	0	3520	97760	15850	67770	94250	6730	1030	1550	2340	4200	51150	780	51920	26480	22900	14280	8630	3580	2360	1210	20650	12670	200	1020	11460	7950	880	6800	270	20
ME00	flg																																	-1	-1							-1	-1									-1																			-1																																							
MT00	ha	41650	11450	9080	0	0	0	0	0	0	0	0	0	0	0	0	700	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1730	1660	0	1660	70	30	20	10	5550	0	5550	0	0	5550	5550	50	50	0	1010	660	350	1120	0	0	0	0	1250	370	370	370	0	0	0	110	140	70	70	610	430	100	80	0	10	0	0	1400	14810	4890	11780	13410	1740	960	1880	140	170	6740	150	6890	1630	1190	980	210	440	330	110	26840	17450	500	3240	13710	9180	4660	4210	310	210
MT00	flg																																																									-1			-1																																																	
NL11	ha	250610	162190	107890	43470	34600	0	270	7330	610	590	0	70	20	0	0	35730	25720	9960	60	2420	0	0	0	1480	0	0	0	0	0	710	0	730	10	190	2150	2130	1780	340	20	220	180	40	21720	10650	11080	10200	0	880	880	940	630	310	1220	80	1140	0	53980	51180	2800	0	330	90	80	80	0	10	0	0	0	0	0	0	0	0	0	0	240	0	0	4660	161340	53480	146940	156680	22090	1350	24250	730	5060	89810	3640	93460	9750	8780	4190	4590	970	800	160	89260	34560	1350	5130	28070	54700	31750	19220	3740	0
NL11	flg														-1	-1										-1			-1	-1																																											-1		-1																																			-1
NL12	ha	538270	229080	55520	9440	7860	0	30	1130	50	300	0	80	60	40	20	10820	8360	2450	10	70	0	0	0	40	0	0	0	0	0	0	0	0	0	0	1720	1590	1100	490	120	410	400	10	32030	12600	19430	19200	0	240	240	690	610	80	270	20	260	0	173440	165310	8140	0	120	60	50	50	0	10	0	0	0	0	0	0	0	0	0	0	60	0	0	11090	449510	143570	415940	438420	57000	2120	70070	1400	12990	265820	6550	272370	22480	20870	10730	10150	1610	1190	420	88760	20260	1210	5190	13870	68480	41680	26210	0	0
NL12	flg																									-1			-1	-1			-1	-1	-1																																						-1		-1																																		-1	-1
NL13	ha	303180	149940	97790	18840	6210	0	660	9880	290	1560	0	240	20	20	0	38620	28100	10510	10	700	0	0	0	50	20	0	0	60	0	320	0	390	20	230	680	600	350	250	80	1280	1180	90	36290	15480	20810	20670	0	140	140	830	270	560	520	130	390	0	51670	47740	3930	0	490	100	10	10	0	90	0	0	0	0	0	0	0	0	0	0	380	0	0	7140	176690	64560	163110	169550	28650	2260	27200	890	5560	93170	5380	98550	6440	5530	2860	2660	910	750	170	126490	59080	3420	13250	42420	67400	30340	32700	4360	0
NL13	flg																													-1																																						-1					-1		-1					-1																														-1
NL21	ha	924050	202620	75590	7180	2260	0	420	1950	90	1730	0	730	40	40	0	7720	6210	1500	0	240	0	0	0	140	0	0	0	0	0	0	0	30	0	30	420	340	200	140	80	820	790	40	58560	16860	41710	41680	0	30	30	390	210	180	210	50	160	0	125920	122720	3200	0	1110	90	70	70	0	20	0	0	0	0	0	20	0	20	0	0	990	0	0	12330	470290	190190	444710	457960	99000	6330	69350	2400	13110	241300	13220	254520	13250	8170	3880	4290	5080	3810	1270	453760	339640	18650	72740	248250	114000	34360	75500	4150	120
NL21	flg																			-1						-1	-1		-1	-1	-1			-1																																		-1												-1																														
NL22	ha	1302130	238200	88800	15650	8310	0	320	2380	90	3800	0	770	130	120	10	7480	4970	2460	40	500	0	0	0	350	30	0	0	0	30	0	0	50	0	70	1200	1070	650	410	130	1060	580	480	61500	18870	42640	42550	0	90	90	690	280	410	590	220	370	0	141620	137720	3900	0	7780	5200	5040	5040	0	150	10	0	0	0	0	60	0	60	0	0	2510	0	10	20600	598380	308500	555250	577780	210680	8730	69700	3700	15700	226580	20170	246750	22530	15460	7530	7940	7070	5560	1510	703750	445880	23430	91740	330710	257780	28230	206650	22900	100
NL22	flg																												-1		-1			-1																																																																												
NL23	ha	96910	89310	80940	17140	15460	0	50	1380	140	80	0	30	50	40	0	28840	19590	9220	20	360	0	0	0	50	0	0	0	50	80	0	0	130	120	70	18080	18050	16650	1400	20	3200	3040	160	11350	6840	4500	3600	0	910	910	1570	530	1040	350	90	260	0	6560	5790	770	0	1810	1420	1410	1410	0	0	0	0	0	0	0	0	0	0	0	0	390	0	0	1470	51100	17640	47970	49630	8800	340	7120	160	1220	29960	370	30330	1660	1360	610	760	300	270	30	45810	13820	780	2590	10450	31990	5550	20700	5730	0
NL23	flg															-1										-1																																									-1	-1					-1		-1					-1																														-1
NL31	ha	251250	66630	12590	770	460	0	120	60	0	40	0	90	0	0	0	180	100	70	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	60	40	20	90	60	30	30	11140	4220	6920	6900	0	0	0	180	60	110	60	20	40	0	51910	50590	1320	0	2130	1920	1880	1880	0	30	0	0	0	0	0	0	0	0	0	0	210	0	0	5550	158020	56630	144370	152480	28680	1400	21190	970	4390	82810	4930	87750	8100	6330	3000	3330	1770	1330	450	93230	61870	3140	12570	46160	31360	2010	28400	0	0
NL31	flg									-1				-1	-1	-1				-1						-1								-1	-1														-1	-1																		-1												-1																													-1	
NL32	ha	167390	130690	75630	11080	9620	0	130	1050	170	60	0	70	30	20	0	14870	10250	4610	20	530	0	0	0	130	50	0	0	40	0	0	0	60	30	260	8880	8660	2980	5670	220	13430	12770	670	24320	17690	6620	5090	0	1530	1530	1780	1270	510	700	150	550	0	53750	50600	3150	0	1310	890	850	850	0	20	0	0	0	0	0	0	0	0	0	0	410	0	0	8340	151440	42020	124890	143100	13610	1230	21180	840	5170	77300	5570	82870	18210	16940	8630	8300	1270	1110	160	15950	4440	290	1530	2630	11500	6490	4060	0	0
NL32	flg															-1														-1																																						-1					-1		-1					-1																													-1	-1
NL33	ha	209690	134190	62500	16790	15910	0	0	700	10	120	0	40	310	200	110	15830	11050	4770	10	490	0	0	0	40	40	0	0	60	40	0	0	90	20	300	8670	6360	4280	2080	2310	6760	3960	2800	11960	6310	5640	5160	0	490	490	1260	1010	250	460	140	320	0	69200	65900	3300	0	2490	1020	1010	1010	0	10	0	0	0	0	0	0	0	0	0	0	1450	0	10	10520	175410	48230	150570	164890	16530	1840	23480	1100	5290	95740	6600	102340	14320	12920	6270	6650	1400	1100	300	34280	27570	1350	5470	20740	6660	3530	2580	0	0
NL33	flg							-1																																																												-1					-1		-1																																		-1	-1
NL34	ha	80300	117990	100620	34860	31620	0	0	2590	60	550	0	30	2320	370	1940	28430	18510	9880	40	3670	0	0	0	50	0	0	0	320	1450	0	0	1790	90	1740	11260	11080	10270	820	180	750	730	20	12040	5440	6600	4770	0	1830	1830	6540	5670	870	760	60	690	0	12750	10060	2690	0	4620	4460	3980	3980	0	470	10	0	0	0	0	10	0	10	0	0	140	0	0	2890	45100	16670	37660	42200	6100	1850	6530	640	1560	17180	3810	20990	4550	4430	2170	2270	120	70	50	35200	14690	430	1520	12750	20510	4210	16300	0	0
NL34	flg							-1																		-1		-1			-1																																																	-1																														
NL41	ha	1895230	251400	188690	25930	14080	0	170	1390	140	9700	0	450	470	410	60	26890	18120	8700	60	2070	0	0	0	150	140	0	0	150	150	90	0	390	110	1280	18560	17500	9700	7810	1060	1520	1280	240	108270	52030	56240	56090	0	150	150	3690	2000	1690	1280	200	1090	0	53140	44920	8220	0	9570	1610	1280	1280	0	300	20	0	0	0	0	10	0	10	0	0	7930	0	20	20640	482740	216560	441670	462100	123730	10400	67970	3170	11280	210750	14360	225110	20430	8290	3980	4320	12130	8940	3190	1412500	1115120	63090	246170	805850	296960	102500	184180	10280	420
NL41	flg																											-1																																																																																		
NL42	ha	692490	100100	75510	17630	7640	0	180	3610	40	5830	0	340	90	60	30	13800	7290	6440	70	720	0	0	0	140	10	0	0	0	0	0	0	0	0	470	9350	8680	3650	5030	660	1490	1290	190	30030	15040	14990	14850	0	140	140	1570	130	1430	840	100	740	0	19370	16220	3150	0	5210	2470	2050	2050	0	400	20	0	0	0	0	40	0	40	0	0	2690	0	10	8790	118830	47640	103530	110050	21140	4280	16910	1220	4090	48220	7670	55890	6520	3860	1990	1870	2650	2190	470	573650	359510	21200	88950	249360	214100	22590	174510	17000	50
NL42	flg																													-1			-1	-1																																																																												
NO01	ha	33880	78210	74720	58750	13310	0	970	21910	22560	0	0	0	360	360	0	620	620	0	0	1830	0	0	0	1830	0	0	0	0	0	0	0	0	0	0	340	330	60	280	0	170	160	10	11570	10970	600	0	0	600	600	630	410	220	450	450	0	0	3430	310	3120	0	60	40	20	20	0	20	0	0	0	0	0	0	0	0	0	0	20	0	0	3010	19870	7780	14590	16870	2950	1770	2210	520	330	4400	2400	6800	2280	2220	840	1370	70	30	40	14000	8750	300	1750	6700	5250	2030	3050	170	0
NO01	flg																																	-1						-1																																																																						-1
NO02	ha	224450	208120	183280	75630	13060	0	680	44720	17180	0	0	0	100	100	0	6160	6160	0	0	500	0	0	0	500	0	0	0	0	0	0	0	0	0	0	1580	1580	0	1570	0	80	0	10	98430	93960	4480	0	0	4480	4480	380	250	130	420	420	0	0	24690	2480	22210	0	150	130	30	30	0	100	0	0	0	0	0	0	0	0	0	0	30	0	0	5170	162330	60530	118050	157160	25160	11210	18990	2790	2370	43200	14320	57520	39110	38090	13640	24460	1010	620	390	62120	36730	1640	8930	26160	25380	12830	10430	2120	10
NO02	flg																																	-1				-1		-1		-1																																																																				
NO03	ha	151550	192310	177320	111020	45080	0	5020	29740	31170	0	0	0	1630	1630	0	2720	2720	0	0	3540	0	0	0	3530	0	0	0	0	0	0	0	0	0	0	4430	4420	960	3450	20	260	220	40	49840	48190	1640	0	0	1640	1640	2970	2780	190	910	910	0	0	13810	1970	11840	0	1180	1090	810	810	0	270	0	0	0	0	0	0	0	0	0	0	100	0	0	6600	73530	23880	48370	66920	9720	3630	7910	1450	1170	14910	9580	24490	18550	17910	6480	11440	640	390	240	78030	34840	1330	8230	25280	43180	24450	12740	5980	10
NO03	flg																																	-1																																																																												
NO04	ha	282030	130100	77970	5370	100	0	20	4060	1180	0	0	0	0	0	0	1270	1270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1160	1120	0	1110	40	60	40	20	69800	69270	530	0	0	530	530	240	170	70	70	70	0	0	51950	2670	49280	0	180	130	90	90	0	30	0	0	0	0	0	0	0	0	0	0	50	0	0	4180	185000	65720	124510	180820	25360	12380	20860	3660	3470	49820	8970	58790	56310	55930	21330	34600	370	210	170	97030	57720	2380	14010	41340	39310	12600	26270	440	0
NO04	flg																				-1				-1									-1				-1																																																																								-1
NO05	ha	193980	143330	94660	1860	20	0	0	1670	170	0	0	0	0	0	0	300	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	260	0	260	0	10	0	10	91950	91580	370	0	0	370	370	120	0	110	160	160	0	0	47250	8860	38390	0	1420	1400	1210	1210	0	190	0	0	0	0	0	0	0	0	0	0	20	0	0	4450	175810	55610	112830	171360	24030	8620	18900	2030	2040	50410	6820	57230	58530	55940	22010	33940	2580	1640	940	18170	10650	420	2600	7630	7510	2030	5060	420	10
NO05	flg							-1						-1	-1						-1													-1						-1		-1										-1																																																										
NO06	ha	227400	161960	143950	48130	510	0	70	43730	3820	0	0	0	50	50	0	1570	1570	0	0	70	0	0	0	70	0	0	0	0	0	0	0	0	0	0	730	720	20	700	0	10	0	10	92930	90170	2760	0	0	2760	2760	220	120	100	250	250	0	0	17960	2050	15910	0	40	30	10	10	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	3350	151500	64140	124270	148150	26000	12450	20240	2500	2960	51250	8870	60120	23890	23710	8930	14790	170	100	70	75910	34920	1350	9170	24400	40980	29040	8750	3200	0
NO06	flg																																	-1						-1		-1																																				-1																																-1
NO07	ha	116020	91910	75140	380	0	0	0	350	30	0	0	0	0	0	0	600	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	50	0	50	0	20	0	0	73960	72420	1540	0	0	1540	1540	60	0	60	60	60	0	0	16750	2360	14400	0	10	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	2610	101940	31040	60420	99340	11910	6050	9660	1970	1450	24450	4940	29390	38910	37010	13820	23190	1900	1330	570	14080	11490	400	2820	8270	2590	0	2580	10	0
NO07	flg					-1															-1				-1									-1						-1		-1	-1									-1												-1	-1													-1																													-1			-1
PL11	ha	842050	957060	757720	581770	90400	0	145490	54380	144480	11530	0	135500	10110	8230	1880	50430	42620	6510	1310	24890	20	0	0	21140	260	0	30	2550	0	0	0	2590	750	110	18240	17800	8020	9780	440	580	430	150	45620	8790	36830	27700	8070	9130	1060	4900	2470	2420	21170	10330	10840	1680	159670	148910	2390	8370	37990	35760	27680	27680	0	7810	270	0	0	0	0	30	0	30	0	0	2110	100	0	11850	363180	135320	349340	351330	46450	37630	31110	7800	12330	208450	5580	214020	1990	1510	950	570	480	330	150	478870	324420	8620	53370	262430	153550	79080	41780	32690	900
PL11	flg																						-1				-1			-1	-1																																																																															
PL12	ha	1508270	1834790	1222580	902050	120350	0	212780	57600	273620	32090	0	205600	18400	13410	4990	64050	51310	11810	930	50970	340	10	0	43100	400	0	80	4080	0	0	0	4160	1410	1540	33970	31940	15430	16520	2020	630	310	320	95030	12630	82400	60760	20260	21640	1380	7550	1790	5760	49930	28010	21920	3100	503790	475040	7390	21360	105320	101050	86450	86450	0	13520	1080	0	0	0	0	20	0	20	0	0	3830	410	0	37400	872140	296370	833250	834750	97000	65490	80550	20200	33140	523780	13100	536880	1500	920	660	250	590	400	180	636130	334850	11240	65000	258620	300350	115190	129090	56070	930
PL12	flg																										-1			-1	-1																																																	-1																														
PL21	ha	348360	565200	313860	200250	82730	0	11330	36770	40960	11700	0	16760	4170	2420	1750	36380	32910	1420	2050	7830	1680	0	0	5020	250	10	10	720	10	0	0	740	80	50	16740	16300	6770	9530	450	240	120	120	19440	7380	12060	4540	7290	7520	230	2560	460	2100	26250	14580	11660	2930	233380	201940	5730	25710	15030	13720	10400	10400	0	2670	650	0	0	0	0	40	0	40	0	0	1090	180	0	16330	181100	48470	156570	164770	18310	11720	12870	2390	3190	104440	3660	108100	8200	6620	4420	2200	1580	1340	240	167260	86620	2950	23520	60160	78520	22150	39730	16640	2120
PL21	flg																						-1								-1																																																	-1																														
PL22	ha	296840	357310	275130	207680	63140	0	32170	30570	32180	14650	0	34980	2010	1240	760	13160	10960	1650	550	21460	10	0	0	20220	260	0	0	860	0	0	0	870	20	80	2070	1920	1180	740	150	510	310	200	12740	2560	10180	7700	2310	2480	170	1040	80	960	14460	7860	6600	790	78190	65620	2090	10480	3200	2490	1750	1750	0	470	270	0	0	0	0	0	0	0	0	0	660	50	0	6400	104130	42880	95700	97730	13750	12760	9430	2640	4310	51370	1450	52820	2030	1300	830	470	730	570	160	192720	84100	2650	16670	64780	108030	40160	53370	14510	590
PL22	flg																						-1				-1	-1																																													-1		-1					-1																														
PL31	ha	685710	1356740	1046620	798470	260650	0	72730	125460	184950	18570	0	136110	28870	11290	17580	62850	27200	33910	1740	66360	7610	1350	0	44440	70	10	610	6810	140	10	0	7570	5120	190	15650	15440	8540	6900	210	290	250	40	37060	4990	32070	21660	9580	10410	830	4770	2280	2480	32310	14780	17530	7450	230090	209930	3460	16700	72570	68160	26880	26880	0	37570	3700	0	0	0	0	20	0	20	0	0	4100	290	0	23430	323630	113310	297340	300200	40330	30580	27000	4680	10710	175840	8200	184030	2860	1720	1240	480	1140	940	210	362080	246470	7240	47720	191500	114840	38930	32210	43710	770
PL31	flg																																																																															-1																														
PL32	ha	264490	569520	345510	220000	89250	0	19200	18930	57530	12800	0	22280	3320	1950	1360	35990	29850	4550	1590	18880	890	30	0	16170	130	10	460	950	20	0	0	1430	150	60	3230	3160	1630	1530	60	110	70	40	12330	3830	8500	2550	5570	5950	380	3730	270	3460	47940	21470	26480	4100	205120	162800	7260	35070	14790	11730	5040	5040	0	4800	1900	0	0	0	0	30	0	30	0	0	1250	1770	0	13460	111680	23260	94950	98220	8710	3410	7800	940	2410	69640	2060	71690	3270	1910	1140	770	1360	1180	180	152820	74510	1980	13760	58770	76850	28260	26940	21660	1450
PL32	flg																														-1																																																	-1																														
PL33	ha	312530	503000	352200	244400	69190	0	27370	50890	44920	3670	0	48370	10910	5360	5550	26720	19850	5270	1600	10740	1710	10	0	5990	40	10	70	2080	10	0	0	2160	700	110	15110	14890	7700	7190	220	130	90	30	16150	2730	13420	5780	7250	7650	390	2740	590	2150	25290	12130	13160	1600	114730	105440	1340	7950	34480	33280	28550	28550	0	3940	780	0	0	0	0	10	0	10	0	0	1160	20	0	9220	147140	58670	137000	137920	19810	19440	11350	4300	3760	75110	3220	78330	910	430	260	170	490	380	110	165390	95120	3430	22540	69140	69390	24490	18840	26070	870
PL33	flg																														-1																																																	-1																														
PL34	ha	928500	1031750	620230	465910	36870	0	84470	21520	229170	12700	0	81170	10010	6150	3860	17650	17340	160	160	10170	810	0	0	8000	10	0	60	1090	0	0	0	1140	180	20	2670	2620	1200	1430	50	40	20	20	95080	20380	74690	60580	13800	14120	320	840	390	460	17870	11830	6040	1580	404170	388150	4490	11530	5760	5050	2290	2290	0	2200	560	0	0	0	0	0	0	0	0	0	370	340	0	15530	713290	242290	695270	697760	79550	43050	73530	13100	33070	440770	12200	452980	2490	2210	1370	840	280	200	80	215210	134110	4100	25750	104270	80830	38250	14300	28280	280
PL34	flg																						-1				-1			-1																																											-1		-1					-1																														
PL41	ha	1974550	1722000	1462130	1055380	202380	0	208600	166810	168340	55500	0	253750	14800	10550	4240	83780	39490	42420	1870	140300	20	140	0	134920	120	20	190	2660	20	0	0	2900	1490	680	22090	21240	11110	10140	840	540	330	210	114010	7990	106030	78860	23970	27160	3200	6300	2650	3650	24930	10310	14620	1630	234950	221940	2850	10160	23300	20880	14690	14690	0	3190	3000	0	0	0	0	10	0	10	0	0	1870	540	0	16500	635380	314430	614540	618880	97320	96400	64520	21400	34790	287600	12520	300120	4340	2530	1560	970	1810	1590	220	1339170	935840	30420	174420	730990	402500	98900	200810	102790	840
PL41	flg																														-1																																																	-1																														
PL42	ha	466870	897290	709250	434370	168830	0	73220	61950	52690	5300	0	72390	12950	10140	2810	27750	15360	12090	300	123550	0	0	0	119400	0	0	520	1610	0	0	0	2140	370	1500	3450	3370	1290	2080	80	240	160	80	44010	13460	30550	9490	19120	21060	1940	29180	1440	27740	33740	21790	11940	880	156460	135960	4920	15580	30700	27420	10240	10240	0	5380	11810	0	0	0	0	0	0	0	0	0	2310	960	0	6920	85110	35860	77120	78200	11300	6870	9350	2350	5990	32990	8270	41260	1080	770	490	280	310	260	50	381760	287980	8700	32590	246690	93630	56700	26510	10420	140
PL42	flg																									-1	-1			-1																																											-1		-1					-1																														
PL43	ha	215170	417700	311240	212360	57600	0	45280	26990	22800	11560	0	48120	5910	4390	1520	6500	5280	1040	180	42240	40	0	0	39400	160	0	700	1350	0	0	0	2080	250	320	2780	2710	580	2130	70	690	670	20	15370	4280	11100	6230	4290	4860	570	2780	400	2380	22610	12650	9960	640	97630	88940	2240	6450	8180	7080	3780	3780	0	890	2410	0	0	0	0	20	0	20	0	0	640	430	0	4740	57780	24900	52470	53040	8280	5210	5590	2100	3720	20110	7460	27570	570	420	260	160	150	110	40	157390	47720	1520	9130	37060	109520	20690	18110	70720	160
PL43	flg																						-1							-1																																																		-1																														
PL51	ha	267110	909470	757450	514520	259220	0	41300	61600	33730	63610	0	55060	6800	4940	1870	42500	22700	19340	460	134370	380	40	0	129700	720	30	260	2440	210	70	0	2960	220	320	7550	7440	4240	3200	110	280	190	90	17770	1580	16180	9730	5700	6450	750	3690	1050	2650	29960	17210	12750	1520	142090	123110	3710	15270	8410	7350	4380	4380	0	1660	1320	0	0	0	0	40	0	40	0	0	940	70	0	8640	94100	37200	83560	85450	12000	7750	10200	2120	5130	40680	5680	46370	1890	1290	790	500	600	460	140	173010	84380	2880	22940	58550	88080	23840	41810	22430	550
PL51	flg																																																																															-1																														
PL52	ha	285430	509060	461900	323250	148970	0	14820	62610	27780	42070	0	27000	1670	1180	490	23340	8580	14500	260	89180	20	100	0	87340	390	0	0	970	0	0	0	970	20	330	1140	1100	780	330	30	160	120	30	14480	680	13800	10440	3070	3360	290	770	40	730	7910	3400	4520	560	44800	39660	690	4450	1790	1340	1030	1030	0	270	50	0	0	0	0	0	0	0	0	0	400	50	0	3230	94870	43240	91070	91640	13690	11010	10220	2180	6140	46390	1450	47830	570	300	190	120	260	170	90	190560	143510	4770	28710	110030	46820	25320	12270	9230	230
PL52	flg																										-1	-1																																													-1		-1					-1																														
PL61	ha	869700	1055670	902700	589560	186460	0	68870	105440	74720	30930	0	123140	11560	6990	4570	58970	18590	38340	2030	131090	1650	0	0	123990	40	0	120	2300	0	0	0	2470	1820	1110	22050	21820	10590	11230	240	270	200	70	74140	8610	65540	46040	18540	19500	960	2960	1060	1910	12080	6330	5750	1060	140680	131800	3840	5040	11240	9540	6340	6340	0	2160	1050	0	0	0	0	0	0	0	0	0	1570	120	0	7470	350950	167790	341790	343480	51560	49740	37500	10700	18290	166930	7070	174000	1690	1400	990	400	290	230	60	518750	420020	15290	94980	309740	98590	41760	26190	30640	150
PL61	flg																						-1				-1			-1	-1																																										-1		-1					-1																														
PL62	ha	680650	1028820	667250	448170	151660	0	47360	45710	91950	9830	0	101670	13920	9810	4110	15660	11830	3390	450	75550	190	0	0	72440	30	0	180	1520	0	0	0	1700	80	1110	2710	2690	1090	1600	20	170	130	40	60140	15000	45140	21030	22600	24110	1510	6410	2460	3950	44520	21130	23390	860	350400	324580	12690	13130	10310	9040	4350	4350	0	2500	2190	0	0	0	0	80	0	80	0	0	1080	110	0	13020	355060	133620	340590	342040	44120	25480	35920	9340	18760	192080	14880	206960	1450	1090	680	410	370	290	70	325590	163060	5500	36540	121020	162380	17970	10220	134190	140
PL62	flg																																																																															-1																														
PL63	ha	431000	731930	591670	407460	136490	0	61470	43450	81300	5610	0	79150	13710	10090	3620	31610	20920	9820	880	77080	330	0	0	74200	10	0	120	890	0	0	0	1050	1250	230	6860	6830	3220	3620	30	310	200	110	30830	8860	21970	13460	7720	8510	790	3200	1350	1850	20600	14830	5770	630	133040	121500	3880	7660	6600	5030	3720	3720	0	930	380	0	0	0	0	10	0	10	0	0	1270	290	0	11180	158830	70810	145660	147650	21630	19220	16430	5440	8080	69440	5410	74850	1990	1720	990	730	270	200	60	272170	194220	7480	44110	142640	77780	43530	22970	11280	160
PL63	flg																						-1				-1			-1																																																		-1																														
PT11	ha	368380	644030	187370	56660	6690	0	13040	270	4440	32180	0	50	1540	240	1300	7870	6820	0	1050	50	0	0	0	0	0	0	0	0	0	0	0	0	10	30	2680	2240	590	1650	440	350	190	160	73700	7940	65750	41910	120	23840	23730	100	90	10	44440	26200	18230	8210	229900	68560	158950	2380	218550	58490	10570	9400	1170	20	47900	920	76150	2740	73400	82620	71050	11430	140	0	170	200	0	19810	310400	93230	239510	290580	36300	11120	29090	3730	12990	102980	43300	146280	51070	39890	33330	6560	11180	9330	1850	57980	20470	490	4940	15040	34730	14700	16940	3090	2790
PT11	flg																								-1																																																																																					
PT15	ha	19220	88300	22330	2190	690	80	0	320	350	260	350	130	70	30	40	160	160	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	990	650	290	370	340	150	100	40	4300	60	4250	110	140	4130	3990	110	10	100	14350	11430	2910	630	20330	2570	17200	570	45010	23660	3580	3330	260	30	20050	11530	8400	190	8210	1400	440	650	310	0	20	0	0	1490	12880	3140	5340	11400	910	350	730	180	970	130	2070	2200	6060	4500	3910	590	1560	1350	210	6340	5180	270	1930	2970	1130	130	590	410	20
PT15	flg							-1												-1						-1								-1	-1																																												-1																															
PT16	ha	696640	570000	215790	60300	5070	1060	6770	2290	6510	30130	6510	1970	2490	540	1950	6960	6100	0	860	590	360	0	0	0	110	0	0	0	0	0	0	0	20	30	9780	9220	4320	4900	560	190	90	100	99300	7100	92200	26520	1240	65690	64450	220	110	100	35960	24320	11640	8220	188390	54400	131750	2240	157600	29230	22720	22390	320	50	6470	880	77900	270	77620	48450	36880	10760	810	0	850	300	0	9480	215220	59360	133260	205740	21400	9450	16190	2990	9330	45020	28880	73890	72480	56930	51040	5890	15550	13130	2420	481430	179810	6750	50950	122110	299410	100010	137510	61900	2200
PT16	flg																								-1																																																																																					
PT17	ha	92470	87590	39440	10900	1640	300	10	1400	1000	2940	3500	110	220	120	100	1370	1370	0	0	220	0	0	0	0	160	0	0	0	0	0	0	0	30	0	7270	7030	4020	3020	240	290	120	160	12880	1410	11460	1590	180	9870	9690	20	0	20	6280	4700	1570	340	33740	14370	19160	210	14060	2970	1270	1270	0	0	1700	630	630	20	610	9740	8650	910	180	0	90	0	0	1760	38690	19310	29900	36920	5320	3250	5030	1300	4410	6880	3710	10590	7020	6150	5440	710	880	760	120	53780	36440	1140	11330	23970	17270	5080	980	11210	70
PT17	flg																			-1															-1																	-1														-1	-1												-1																															
PT18	ha	810280	2152390	693870	209860	47150	9360	310	36140	49310	25980	18890	22720	8280	3200	5090	2300	2280	0	30	23850	280	0	0	0	21050	0	0	0	0	0	0	0	20	2360	24300	24170	20400	3760	130	550	430	120	183920	14020	169900	6470	9870	163430	153560	360	130	230	240450	200270	40180	1590	1205920	223150	973060	9710	251010	42140	3160	3150	10	110	38870	2420	172770	870	171900	33570	27010	5680	870	0	50	0	0	10050	567720	147050	432620	557670	60610	14840	37090	14740	19770	30650	254920	285560	125050	113650	95680	17970	11400	9880	1530	242570	202160	7020	46660	148480	40280	17880	6270	16130	130
PT18	flg																								-1																																																						-1																															
